transaction_id,user_id,transaction_date,region,product_category,sale_amount,city
T1500,U246,2024-06-09,West,Furniture,33457.3,Surat
T763,U70,2024-03-10,South,Sports,7388.39,Chennai
T140,U150,2024-05-23,North,Furniture,58834.43,Chandigarh
T75,U126,2024-04-20,West,Furniture,53282.08,Surat
T915,U32,2024-01-07,East,Sports,,Bhubaneswar
T248,U123,2024-04-21,South,Electronics,41916.04,Chennai
T1203,U82,2024-02-27,West,Clothing,2266.98,Mumbai
T2115,U163,2024-03-05,North,Beauty,2928.85,
T1229,U294,2024-06-05,South,Electronics,16728.42,Bengaluru
T1915,U148,2024-02-11,North,Beauty,2342.89,Delhi
T408,U182,2024-02-21,West,Clothing,4835.44,Surat
T987,U272,2024-01-20,North,Furniture,46449.55,Jaipur
T1621,U216,2024-02-08,South,Electronics,10180.23,Kochi
T928,U4,2024-05-16,East,Beauty,880.83,Bhubaneswar
T775,U99,2024-03-27,South,Electronics,48742.63,Chennai
T2044,U130,2024-02-04,East,Beauty,2571.53,Bhubaneswar
T1052,U133,2024-06-22,South,Clothing,2660.12,Chennai
T1445,U296,2024-02-15,South,Grocery,435.34,Hyderabad
T142,U261,2024-06-05,West,Furniture,21052.64,Ahmedabad
T1725,U170,2024-01-04,West,Beauty,518.04,Pune
T1094,U284,2024-06-18,South,Beauty,2577.62,Kochi
T1011,U139,2024-06-20,East,Electronics,31212.53,Bhubaneswar
T772,U253,2024-02-11,South,Furniture,59879.84,Hyderabad
T875,U182,2024-02-20,South,Furniture,48670.84,Kochi
T309,U167,2024-06-16,South,Grocery,930.13,Hyderabad
T1690,U138,2024-04-07,East,Clothing,3257.12,Kolkata
T445,U296,2024-02-19,South,Sports,6133.69,Hyderabad
T271,U110,2024-05-10,South,Electronics,7218.56,Bengaluru
T1912,U136,2024-01-16,North,Clothing,3907.38,Lucknow
T1086,U129,2024-04-16,East,Grocery,78.85,Bhubaneswar
T1098,U177,2024-03-14,North,Sports,2067.2,Delhi
T950,U5,2024-01-01,South,Beauty,401.33,Chennai
T692,U69,2024-06-17,West,Electronics,8733.9,Pune
T490,U239,2024-03-14,West,Grocery,914.8,Ahmedabad
T262,U41,2024-03-22,North,Furniture,36554.68,Lucknow
T876,U120,2024-06-10,East,Electronics,1687.35,Kolkata
T1968,U213,2024-01-25,North,Grocery,763.06,Chandigarh
T1686,U272,2024-05-16,South,Sports,541.49,Chennai
T1926,U28,2024-01-10,East,Furniture,24363.64,Patna
T251,U44,2024-05-12,West,Furniture,52526.55,Mumbai
T128,U156,2024-06-13,North,Furniture,5746.07,Chandigarh
T1543,U7,2024-06-02,East,Electronics,13749.0,Kolkata
T1028,U83,2024-06-18,North,Grocery,1681.88,Jaipur
T494,U90,2024-01-13,South,Electronics,23371.14,Bengaluru
T1104,U174,2024-02-20,North,Furniture,12903.76,Lucknow
T2035,U199,2024-01-24,East,Beauty,591.79,Bhubaneswar
T917,U229,2024-02-07,North,Beauty,2403.61,Lucknow
T442,U143,2024-06-12,South,Clothing,2993.39,Kochi
T910,U125,2024-05-06,South,Electronics,17365.35,Kochi
T1504,U223,2024-04-10,North,Electronics,38164.54,Chandigarh
T1334,U161,2024-02-14,South,Furniture,27548.34,Bengaluru
T1986,U31,2024-03-26,South,Clothing,2117.26,Chennai
T1761,U42,2024-05-16,East,Sports,477.67,Patna
T1471,U57,2024-06-18,South,Clothing,3272.85,Chennai
T1259,U52,2024-02-25,East,Beauty,1279.56,
T285,U16,2024-04-21,North,Furniture,15447.8,Lucknow
T144,U297,2024-06-16,East,Beauty,1504.59,Patna
T1925,U269,2024-02-19,East,Sports,2765.2,Kolkata
T934,U151,2024-03-06,West,Sports,6312.42,Ahmedabad
T1174,U223,2024-06-14,West,Beauty,1091.06,Mumbai
T1280,U99,2024-06-01,North,Electronics,46925.57,Chandigarh
T120,U116,2024-05-13,South,Clothing,4328.8,Kochi
T1114,U223,2024-04-11,West,Furniture,16749.15,Pune
T761,U274,2024-03-12,South,Electronics,22372.09,Bengaluru
T1131,U209,2024-01-09,West,Furniture,,Surat
T754,U41,2024-02-06,South,Electronics,3657.72,Chennai
T592,U130,2024-04-23,East,Sports,5533.06,Kolkata
T1058,U186,2024-01-18,North,Electronics,7279.0,Jaipur
T1048,U156,2024-04-18,South,Electronics,39665.37,Bengaluru
T1196,U214,2024-04-04,South,Furniture,42153.35,Hyderabad
T2093,U145,2024-03-23,East,Beauty,1241.94,Bhubaneswar
T1450,U207,2024-02-02,West,Furniture,29828.93,Pune
T941,U79,2024-04-25,South,Grocery,,Kochi
T625,U213,2024-01-21,West,Furniture,39848.95,Surat
T1012,U172,2024-06-02,North,Electronics,19456.27,Delhi
T922,U196,2024-04-18,East,Grocery,960.25,Bhubaneswar
T1057,U279,2024-03-28,North,Clothing,3490.13,Lucknow
T1807,U118,2024-04-26,South,Beauty,2500.68,Bengaluru
T1580,U48,2024-03-01,North,Furniture,30512.75,Lucknow
T1255,U73,2024-04-11,North,Electronics,3067.97,Chandigarh
T1991,U228,2024-03-26,South,Beauty,898.37,Hyderabad
T272,U38,2024-04-06,South,Sports,,Chennai
T554,U34,2024-03-23,South,Beauty,2650.06,Bengaluru
T307,U78,2024-04-23,East,Beauty,2347.42,Patna
T683,U120,2024-01-22,East,Clothing,2062.85,Bhubaneswar
T681,U92,2024-05-19,East,Sports,3945.5,Bhubaneswar
T220,U241,2024-04-21,North,Beauty,262.9,Lucknow
T2048,U201,2024-01-18,South,Furniture,7409.66,Bengaluru
T1940,U208,2024-01-06,North,Beauty,1570.21,Jaipur
T997,U235,2024-06-07,North,Grocery,685.06,Lucknow
T1989,U174,2024-02-08,South,Clothing,666.2,Bengaluru
T695,U299,2024-02-20,North,Sports,5531.89,Jaipur
T1678,U259,2024-01-05,East,Furniture,,Patna
T551,U252,2024-06-22,West,Grocery,614.95,Pune
T800,U270,2024-06-08,East,Sports,4531.41,Bhubaneswar
T1208,U106,2024-03-06,North,Beauty,,Chandigarh
T806,U204,2024-01-24,West,Beauty,147.28,Ahmedabad
T2038,U74,2024-06-17,East,Clothing,1520.74,Patna
T111,U157,2024-03-08,West,Clothing,773.86,Pune
T2074,U23,2024-02-16,North,Furniture,17692.6,Lucknow
T254,U280,2024-03-27,East,Furniture,58868.33,Bhubaneswar
T1889,U160,2024-05-11,West,Grocery,1892.07,Pune
T1184,U133,2024-06-04,South,Electronics,20049.23,Chennai
T969,U250,2024-01-21,South,Grocery,90.68,Bengaluru
T149,U52,2024-04-04,South,Sports,1281.62,Chennai
